tic,date,gvkeyx,Closing Price,Daily High,Daily Low
I0003,12-07-23,3,4472.16,4488.34,4463.23
I0003,11-07-23,3,4439.26,4443.64,4408.46
I0003,10-07-23,3,4409.53,4412.6,4389.92
I0003,07-07-23,3,4398.95,4440.39,4397.4
I0003,06-07-23,3,4411.59,4422.62,4385.05
I0003,05-07-23,3,4446.82,4454.06,4436.61
I0003,03-07-23,3,4455.59,4456.46,4442.29
I0003,30-06-23,3,4450.38,4458.48,4422.44
I0003,29-06-23,3,4396.44,4398.39,4371.97
I0003,28-06-23,3,4376.86,4390.35,4360.22
I0003,27-06-23,3,4378.41,4384.42,4335
I0003,26-06-23,3,4328.82,4362.06,4328.08
I0003,23-06-23,3,4348.33,4366.55,4341.34
I0003,22-06-23,3,4381.89,4382.25,4351.82
I0003,21-06-23,3,4365.69,4386.22,4360.14
I0003,20-06-23,3,4388.71,4400.15,4367.19
I0003,16-06-23,3,4409.59,4448.47,4407.44
I0003,15-06-23,3,4425.84,4439.2,4362.6
I0003,14-06-23,3,4372.59,4391.82,4337.85
I0003,13-06-23,3,4369.01,4375.37,4349.31
I0003,12-06-23,3,4338.93,4340.13,4304.37
I0003,09-06-23,3,4298.86,4322.62,4291.7
I0003,08-06-23,3,4293.93,4298.01,4261.07
I0003,07-06-23,3,4267.52,4299.19,4263.96
I0003,06-06-23,3,4283.85,4288.33,4263.09
I0003,05-06-23,3,4273.79,4299.28,4266.82
I0003,02-06-23,3,4282.37,4290.67,4241.01
I0003,01-06-23,3,4221.02,4232.43,4171.64
I0003,31-05-23,3,4179.83,4195.44,4166.15
I0003,30-05-23,3,4205.52,4231.1,4192.18
I0003,26-05-23,3,4205.45,4212.87,4156.16
I0003,25-05-23,3,4151.28,4165.74,4129.73
I0003,24-05-23,3,4115.24,4132.96,4103.98
I0003,23-05-23,3,4145.58,4185.68,4142.54
I0003,22-05-23,3,4192.63,4209.22,4179.68
I0003,19-05-23,3,4191.98,4212.91,4180.2
I0003,18-05-23,3,4198.05,4202.2,4153.5
I0003,17-05-23,3,4158.77,4164.67,4113.62
I0003,16-05-23,3,4109.9,4135.54,4109.86
I0003,15-05-23,3,4136.28,4141.25,4110.27
I0003,12-05-23,3,4124.08,4143.74,4099.12
I0003,11-05-23,3,4130.62,4132.8,4109.29
I0003,10-05-23,3,4137.64,4154.28,4098.92
I0003,09-05-23,3,4119.17,4130.35,4116.65
I0003,08-05-23,3,4138.12,4142.3,4123.81
I0003,05-05-23,3,4136.25,4147.02,4084.73
I0003,04-05-23,3,4061.22,4082.61,4048.28
I0003,03-05-23,3,4090.75,4148.3,4088.86
I0003,02-05-23,3,4119.58,4164.1,4089.72
I0003,01-05-23,3,4167.87,4186.92,4164.12
I0003,28-04-23,3,4169.48,4170.06,4127.18
I0003,27-04-23,3,4135.35,4138.24,4075.29
I0003,26-04-23,3,4055.99,4089.67,4049.35
I0003,25-04-23,3,4071.63,4126.43,4071.38
I0003,24-04-23,3,4137.04,4142.41,4117.77
I0003,21-04-23,3,4133.52,4138.02,4113.86
I0003,20-04-23,3,4129.79,4148.57,4114.57
I0003,19-04-23,3,4154.52,4162.57,4134.49
I0003,18-04-23,3,4154.87,4169.48,4140.36
I0003,17-04-23,3,4151.32,4151.72,4123.18
I0003,14-04-23,3,4137.64,4163.19,4113.2
I0003,13-04-23,3,4146.22,4150.26,4099.4
I0003,12-04-23,3,4091.95,4134.37,4086.94
I0003,11-04-23,3,4108.94,4124.26,4102.61
I0003,10-04-23,3,4109.11,4109.5,4072.55
I0003,06-04-23,3,4105.02,4107.32,4069.84
I0003,05-04-23,3,4090.38,4099.69,4072.56
I0003,04-04-23,3,4100.6,4133.13,4086.87
I0003,03-04-23,3,4124.51,4127.66,4098.79
I0003,31-03-23,3,4109.31,4110.75,4056.18
I0003,30-03-23,3,4050.83,4057.85,4032.1
I0003,29-03-23,3,4027.81,4030.59,3999.53
I0003,28-03-23,3,3971.27,3979.2,3951.53
I0003,27-03-23,3,3977.53,4003.83,3970.49
I0003,24-03-23,3,3970.99,3972.74,3909.16
I0003,23-03-23,3,3948.72,4007.66,3919.05
I0003,22-03-23,3,3936.97,4039.49,3936.17
I0003,21-03-23,3,4002.87,4009.08,3971.19
I0003,20-03-23,3,3951.57,3956.62,3916.89
I0003,17-03-23,3,3916.64,3958.91,3901.27
I0003,16-03-23,3,3960.28,3964.46,3864.11
I0003,15-03-23,3,3891.93,3894.26,3838.24
I0003,14-03-23,3,3919.29,3937.29,3873.63
I0003,13-03-23,3,3855.76,3905.05,3808.86
I0003,10-03-23,3,3861.59,3934.05,3846.32
I0003,09-03-23,3,3918.32,4017.81,3908.7
I0003,08-03-23,3,3992.01,4000.41,3969.76
I0003,07-03-23,3,3986.37,4050,3980.31
I0003,06-03-23,3,4048.42,4078.49,4044.61
I0003,03-03-23,3,4045.64,4048.29,3995.17
I0003,02-03-23,3,3981.35,3990.84,3928.16
I0003,01-03-23,3,3951.39,3971.73,3939.05
I0003,28-02-23,3,3970.15,3997.5,3968.98
I0003,27-02-23,3,3982.24,4018.05,3973.55
I0003,24-02-23,3,3970.04,3978.25,3943.08
I0003,23-02-23,3,4012.32,4028.3,3969.19
I0003,22-02-23,3,3991.05,4017.37,3976.9
I0003,21-02-23,3,3997.34,4052.35,3995.19
I0003,17-02-23,3,4079.09,4081.51,4047.95
I0003,16-02-23,3,4090.41,4136.54,4089.49
I0003,15-02-23,3,4147.6,4148.11,4103.98
I0003,14-02-23,3,4136.13,4159.77,4095.01
I0003,13-02-23,3,4137.29,4138.9,4092.67
I0003,10-02-23,3,4090.46,4094.36,4060.79
I0003,09-02-23,3,4081.5,4156.23,4069.67
I0003,08-02-23,3,4117.86,4156.85,4111.67
I0003,07-02-23,3,4164,4176.54,4088.39
I0003,06-02-23,3,4111.08,4124.63,4093.38
I0003,03-02-23,3,4136.48,4182.36,4123.36
I0003,02-02-23,3,4179.76,4195.44,4141.88
I0003,01-02-23,3,4119.21,4148.95,4037.2
I0003,31-01-23,3,4076.6,4077.16,4020.44
I0003,30-01-23,3,4017.77,4063.85,4015.55
I0003,27-01-23,3,4070.56,4094.21,4048.7
I0003,26-01-23,3,4060.43,4061.57,4013.29
I0003,25-01-23,3,4016.22,4019.55,3949.06
I0003,24-01-23,3,4016.95,4023.92,3989.79
I0003,23-01-23,3,4019.81,4039.31,3971.64
I0003,20-01-23,3,3972.61,3972.96,3897.86
I0003,19-01-23,3,3898.85,3922.94,3885.54
I0003,18-01-23,3,3928.86,4014.16,3926.59
I0003,17-01-23,3,3990.97,4015.39,3984.57
I0003,13-01-23,3,3999.09,4003.95,3947.67
I0003,12-01-23,3,3983.17,3997.76,3937.56
I0003,11-01-23,3,3969.61,3970.07,3928.54
I0003,10-01-23,3,3919.25,3919.83,3877.29
I0003,09-01-23,3,3892.09,3950.57,3890.42
I0003,06-01-23,3,3895.08,3906.19,3809.56
I0003,05-01-23,3,3808.1,3839.74,3802.42
I0003,04-01-23,3,3852.97,3873.16,3815.77
I0003,03-01-23,3,3824.14,3878.46,3794.33
I0003,30-12-22,3,3839.5,3839.85,3800.34
I0003,29-12-22,3,3849.28,3858.19,3805.45
I0003,28-12-22,3,3783.22,3848.32,3780.78
I0003,27-12-22,3,3829.25,3846.65,3813.22
I0003,23-12-22,3,3844.82,3845.8,3797.01
I0003,22-12-22,3,3822.39,3853.26,3764.49
I0003,21-12-22,3,3878.44,3889.82,3839.49
I0003,20-12-22,3,3821.62,3838.24,3795.62
I0003,19-12-22,3,3817.66,3854.86,3800.04
I0003,16-12-22,3,3852.36,3890.91,3827.91
I0003,15-12-22,3,3895.75,3958.37,3879.45
I0003,14-12-22,3,3995.32,4053.76,3965.65
I0003,13-12-22,3,4019.65,4100.96,3993.03
I0003,12-12-22,3,3990.56,3990.71,3935.3
I0003,09-12-22,3,3934.38,3977.02,3933.04
I0003,08-12-22,3,3963.51,3974.19,3935.83
I0003,07-12-22,3,3933.92,3957.57,3922.68
